node,degree
0,0.019790356394129977
1,0.00030747728860936407
2,0.0005870020964360587
3,0.009084556254367574
4,0.00025157232704402514
5,0.00011180992313067784
6,0.00830188679245283
7,0.006149545772187281
8,0.0012578616352201257
9,0.006345213137665968
10,0.004248777078965758
11,0.013529000698812018
12,8.385744234800838e-05
13,0.01649196366177498
14,8.385744234800838e-05
15,0.006652690426275332
16,0.0005031446540880503
17,0.0001397624039133473
18,0.00025157232704402514
19,0.0007547169811320754
20,0.009475890985324947
21,0.0011460517120894479
22,0.006429070580013976
23,0.009559748427672956
24,8.385744234800838e-05
25,0.001453529000698812
26,0.005310971348707198
27,0.0024039133473095736
28,0.009056603773584904
29,0.0008106219426974144
30,0.00011180992313067784
31,0.012299091544374563
32,0.0023200559049615654
33,0.0005870020964360587
34,0.012550663871418588
35,5.590496156533892e-05
36,0.026722571628232005
37,5.590496156533892e-05
38,0.0001397624039133473
39,0.004696016771488469
40,8.385744234800838e-05
41,0.051404612159329136
42,0.02280922431865828
43,0.004696016771488469
44,0.009727463312368973
45,0.00011180992313067784
46,2.795248078266946e-05
47,0.0038574423480083856
48,2.795248078266946e-05
49,0.002375960866526904
50,0.0008385744234800838
51,8.385744234800838e-05
52,2.795248078266946e-05
53,0.0005870020964360587
54,0.0030747728860936407
55,0.02188679245283019
56,2.795248078266946e-05
57,0.029154437456324248
58,0.013389238294898671
59,0.06529699510831585
60,0.0015094339622641509
61,0.0015932914046121593
62,0.001761006289308176
63,0.004388539482879105
64,8.385744234800838e-05
65,0.0017889587700908455
66,5.590496156533892e-05
67,0.001816911250873515
68,2.795248078266946e-05
69,0.00721174004192872
70,0.0019566736547868622
71,0.002124388539482879
72,0.002655485674353599
73,0.0004192872117400419
74,0.008916841369671557
75,5.590496156533892e-05
76,0.001090146750524109
77,0.01193570929419986
78,0.013109713487071977
79,0.0009783368273934311
80,0.007351502445842068
81,0.0025157232704402514
82,0.00019566736547868622
83,0.002012578616352201
84,0.001341719077568134
85,0.0024598183088749125
86,0.002012578616352201
87,0.00986722571628232
88,0.005590496156533892
89,0.00011180992313067784
90,0.002180293501048218
91,0.004500349406009783
92,0.0016771488469601676
93,0.0015094339622641509
94,0.0001397624039133473
95,0.0009783368273934311
96,0.0038015373864430466
97,0.016408106219426972
98,0.0014255765199161425
99,0.00011180992313067784
100,0.00206848357791754
101,0.0013696715583508036
102,0.0007547169811320754
103,0.003410202655485674
104,0.006401118099231306
105,0.012299091544374563
106,0.00011180992313067784
107,0.0012299091544374563
108,5.590496156533892e-05
109,0.0037456324248777077
110,0.00039133473095737245
111,0.00011180992313067784
112,0.006401118099231306
113,0.005366876310272536
114,0.003969252271139064
115,0.0001397624039133473
116,0.0014814814814814814
117,0.011125087351502446
118,0.004025157232704402
119,0.000363382250174703
120,0.004164919636617749
121,0.011041229909154437
122,0.0446680642907058
123,0.013612858141160027
124,0.000363382250174703
125,2.795248078266946e-05
126,0.002851153039832285
127,0.003158630328441649
128,0.00019566736547868622
129,0.00016771488469601676
130,0.001705101327742837
131,2.795248078266946e-05
132,0.00016771488469601676
133,0.0030188679245283017
134,0.01870020964360587
135,0.0003354297693920335
136,0.00039133473095737245
137,5.590496156533892e-05
138,0.0013696715583508036
139,0.001984626135569532
140,0.000363382250174703
141,0.005310971348707198
142,0.005897973445143256
143,0.007351502445842068
144,0.012019566736547868
145,0.012690426275331936
146,0.0012858141160027952
147,8.385744234800838e-05
148,0.0023200559049615654
149,0.005674353598881901
150,5.590496156533892e-05
151,0.000726764500349406
152,0.0005031446540880503
153,0.00011180992313067784
154,0.0038574423480083856
155,0.0039133473095737245
156,0.017246680642907058
157,0.013053808525506638
158,0.012494758909853248
159,0.0011460517120894479
160,0.010957372466806429
161,0.0007547169811320754
162,0.003410202655485674
163,0.0008385744234800838
164,0.008916841369671557
165,0.010146750524109014
166,0.024626135569531794
167,0.00019566736547868622
168,2.795248078266946e-05
169,0.0007826694619147449
170,0.0043046820405310965
171,0.0001397624039133473
172,0.0011740041928721173
173,0.002012578616352201
174,0.0016771488469601676
175,2.795248078266946e-05
176,0.0067085953878406705
177,0.00016771488469601676
178,0.002795248078266946
179,0.005366876310272536
180,0.0024039133473095736
181,0.0060377358490566035
182,0.004109014675052411
183,5.590496156533892e-05
184,0.0007547169811320754
185,5.590496156533892e-05
186,5.590496156533892e-05
187,0.0006988120195667365
188,0.00044723969252271137
189,0.001090146750524109
190,0.018588399720475192
191,0.0009503843466107617
192,0.0012019566736547868
193,0.0001397624039133473
194,0.0019566736547868622
195,0.006345213137665968
196,0.001453529000698812
197,0.0008665269042627533
198,0.008721174004192872
199,0.001397624039133473
200,0.0002795248078266946
201,0.0001397624039133473
202,0.0005310971348707198
203,8.385744234800838e-05
204,0.00019566736547868622
205,0.0029909154437456325
206,0.0014255765199161425
207,0.001090146750524109
208,0.0010621942697414395
209,0.005450733752620545
